V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,subj_idx,epoch,item_number,rt,has_answered,image_more_rewarded,rt_choice,feedback,image_chosen,intertrial_delay,img_1_position,img_2_position,total_feedback,trial,subj_code_1,Task2noRev_n_1,context_1,control_1,post_context_1,coin,TIME_start,TIME_end,TIME_total
epoc1,prltask1,4,785,1,image1_rewarded8,829,1,1,650,230,-230,101,prl_EMA_norev_neutral.2023-07-11-2202.data.eeb7080b-d853-4a17-8052-f0e14468fa8c.txt,epoc1,4,785,1,image1_rewarded8,829,1,1,650,230,-230,101,23,3668915822,prl_EMA_norev_neutral.2023-07-11-2202.data.eeb7080b-d853-4a17-8052-f0e14468fa8c.txt,40,3,0,108,2023-07-11-21-57,2023-07-11-22-03,6
epoc1,prltask1,4,613,1,image1_rewarded8,847,1,1,500,230,-230,102,prl_EMA_norev_neutral.2023-07-11-2202.data.eeb7080b-d853-4a17-8052-f0e14468fa8c.txt,epoc1,4,613,1,image1_rewarded8,847,1,1,500,230,-230,102,24,3668915822,prl_EMA_norev_neutral.2023-07-11-2202.data.eeb7080b-d853-4a17-8052-f0e14468fa8c.txt,40,3,0,108,2023-07-11-21-57,2023-07-11-22-03,6
epoc1,prltask1,4,648,1,image1_rewarded8,732,1,1,500,-230,230,103,prl_EMA_norev_neutral.2023-07-11-2202.data.eeb7080b-d853-4a17-8052-f0e14468fa8c.txt,epoc1,4,648,1,image1_rewarded8,732,1,1,500,-230,230,103,25,3668915822,prl_EMA_norev_neutral.2023-07-11-2202.data.eeb7080b-d853-4a17-8052-f0e14468fa8c.txt,40,3,0,108,2023-07-11-21-57,2023-07-11-22-03,6
epoc1,prltask1,4,697,1,image1_rewarded8,730,1,1,800,-230,230,104,prl_EMA_norev_neutral.2023-07-11-2202.data.eeb7080b-d853-4a17-8052-f0e14468fa8c.txt,epoc1,4,697,1,image1_rewarded8,730,1,1,800,-230,230,104,26,3668915822,prl_EMA_norev_neutral.2023-07-11-2202.data.eeb7080b-d853-4a17-8052-f0e14468fa8c.txt,40,3,0,108,2023-07-11-21-57,2023-07-11-22-03,6
epoc1,prltask1,4,644,1,image1_rewarded8,1485,1,1,650,230,-230,105,prl_EMA_norev_neutral.2023-07-11-2202.data.eeb7080b-d853-4a17-8052-f0e14468fa8c.txt,epoc1,4,644,1,image1_rewarded8,1485,1,1,650,230,-230,105,27,3668915822,prl_EMA_norev_neutral.2023-07-11-2202.data.eeb7080b-d853-4a17-8052-f0e14468fa8c.txt,40,3,0,108,2023-07-11-21-57,2023-07-11-22-03,6
epoc1,prltask1,4,1518,1,image1_rewarded8,1650,1,1,950,-230,230,106,prl_EMA_norev_neutral.2023-07-11-2202.data.eeb7080b-d853-4a17-8052-f0e14468fa8c.txt,epoc1,4,1518,1,image1_rewarded8,1650,1,1,950,-230,230,106,28,3668915822,prl_EMA_norev_neutral.2023-07-11-2202.data.eeb7080b-d853-4a17-8052-f0e14468fa8c.txt,40,3,0,108,2023-07-11-21-57,2023-07-11-22-03,6
epoc1,prltask1,4,747,1,image1_rewarded8,679,1,1,500,230,-230,107,prl_EMA_norev_neutral.2023-07-11-2202.data.eeb7080b-d853-4a17-8052-f0e14468fa8c.txt,epoc1,4,747,1,image1_rewarded8,679,1,1,500,230,-230,107,29,3668915822,prl_EMA_norev_neutral.2023-07-11-2202.data.eeb7080b-d853-4a17-8052-f0e14468fa8c.txt,40,3,0,108,2023-07-11-21-57,2023-07-11-22-03,6
epoc1,prltask1,4,683,1,image1_rewarded8,7023,1,1,650,-230,230,108,prl_EMA_norev_neutral.2023-07-11-2202.data.eeb7080b-d853-4a17-8052-f0e14468fa8c.txt,epoc1,4,683,1,image1_rewarded8,7023,1,1,650,-230,230,108,30,3668915822,prl_EMA_norev_neutral.2023-07-11-2202.data.eeb7080b-d853-4a17-8052-f0e14468fa8c.txt,40,3,0,108,2023-07-11-21-57,2023-07-11-22-03,6
epoc1,prltask1,4,2693,1,image1_rewarded8,3129,1,1,1100,-230,230,26,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,epoc1,4,2693,1,image1_rewarded8,3129,1,1,1100,-230,230,26,1,3274255745,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,25,3,10,43,2023-07-12-19-17,2023-07-12-19-21,4
epoc1,prltask2,3,5924,1,image1_rewarded8,2155,2,1,500,-230,230,25,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,epoc1,3,5924,1,image1_rewarded8,2155,0,1,500,-230,230,25,2,3274255745,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,25,3,10,43,2023-07-12-19-17,2023-07-12-19-21,4
epoc1,prltask1,4,1579,1,image1_rewarded8,1281,1,1,950,-230,230,26,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,epoc1,4,1579,1,image1_rewarded8,1281,1,1,950,-230,230,26,3,3274255745,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,25,3,10,43,2023-07-12-19-17,2023-07-12-19-21,4
epoc1,prltask1,4,1157,1,image1_rewarded8,1172,1,1,950,-230,230,27,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,epoc1,4,1157,1,image1_rewarded8,1172,1,1,950,-230,230,27,4,3274255745,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,25,3,10,43,2023-07-12-19-17,2023-07-12-19-21,4
epoc1,prltask1,4,1204,1,image1_rewarded8,901,1,1,950,-230,230,28,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,epoc1,4,1204,1,image1_rewarded8,901,1,1,950,-230,230,28,5,3274255745,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,25,3,10,43,2023-07-12-19-17,2023-07-12-19-21,4
epoc1,prltask1,4,926,1,image1_rewarded8,787,1,1,500,230,-230,29,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,epoc1,4,926,1,image1_rewarded8,787,1,1,500,230,-230,29,6,3274255745,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,25,3,10,43,2023-07-12-19-17,2023-07-12-19-21,4
epoc1,prltask1,4,992,1,image1_rewarded8,986,1,1,950,-230,230,30,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,epoc1,4,992,1,image1_rewarded8,986,1,1,950,-230,230,30,7,3274255745,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,25,3,10,43,2023-07-12-19-17,2023-07-12-19-21,4
epoc1,prltask1,4,1033,1,image1_rewarded8,906,1,1,800,230,-230,31,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,epoc1,4,1033,1,image1_rewarded8,906,1,1,800,230,-230,31,8,3274255745,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,25,3,10,43,2023-07-12-19-17,2023-07-12-19-21,4
epoc1,prltask1,4,899,1,image1_rewarded8,923,1,1,650,-230,230,32,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,epoc1,4,899,1,image1_rewarded8,923,1,1,650,-230,230,32,9,3274255745,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,25,3,10,43,2023-07-12-19-17,2023-07-12-19-21,4
epoc1,prltask1,4,755,1,image1_rewarded8,775,1,1,650,-230,230,33,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,epoc1,4,755,1,image1_rewarded8,775,1,1,650,-230,230,33,10,3274255745,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,25,3,10,43,2023-07-12-19-17,2023-07-12-19-21,4
epoc1,prltask1,4,786,1,image1_rewarded8,738,1,1,650,-230,230,34,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,epoc1,4,786,1,image1_rewarded8,738,1,1,650,-230,230,34,11,3274255745,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,25,3,10,43,2023-07-12-19-17,2023-07-12-19-21,4
epoc1,prltask2,2,2622,1,image1_rewarded8,821,2,1,950,-230,230,33,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,epoc1,2,2622,1,image1_rewarded8,821,0,1,950,-230,230,33,12,3274255745,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,25,3,10,43,2023-07-12-19-17,2023-07-12-19-21,4
epoc1,prltask1,4,824,1,image1_rewarded8,1501,1,1,800,230,-230,34,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,epoc1,4,824,1,image1_rewarded8,1501,1,1,800,230,-230,34,13,3274255745,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,25,3,10,43,2023-07-12-19-17,2023-07-12-19-21,4
epoc1,prltask2,2,920,1,image1_rewarded8,866,2,1,650,-230,230,33,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,epoc1,2,920,1,image1_rewarded8,866,0,1,650,-230,230,33,14,3274255745,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,25,3,10,43,2023-07-12-19-17,2023-07-12-19-21,4
epoc1,prltask1,4,765,1,image1_rewarded8,2048,1,1,950,230,-230,34,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,epoc1,4,765,1,image1_rewarded8,2048,1,1,950,230,-230,34,15,3274255745,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,25,3,10,43,2023-07-12-19-17,2023-07-12-19-21,4
epoc1,prltask1,4,813,1,image1_rewarded8,1026,1,1,800,-230,230,35,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,epoc1,4,813,1,image1_rewarded8,1026,1,1,800,-230,230,35,16,3274255745,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,25,3,10,43,2023-07-12-19-17,2023-07-12-19-21,4
epoc1,prltask2,2,732,1,image1_rewarded8,817,2,1,650,-230,230,34,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,epoc1,2,732,1,image1_rewarded8,817,0,1,650,-230,230,34,17,3274255745,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,25,3,10,43,2023-07-12-19-17,2023-07-12-19-21,4
epoc1,prltask1,4,1094,1,image1_rewarded8,1702,1,1,500,-230,230,35,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,epoc1,4,1094,1,image1_rewarded8,1702,1,1,500,-230,230,35,18,3274255745,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,25,3,10,43,2023-07-12-19-17,2023-07-12-19-21,4
epoc1,prltask1,4,856,1,image1_rewarded8,1274,1,1,650,-230,230,36,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,epoc1,4,856,1,image1_rewarded8,1274,1,1,650,-230,230,36,19,3274255745,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,25,3,10,43,2023-07-12-19-17,2023-07-12-19-21,4
epoc1,prltask1,4,886,1,image1_rewarded8,1215,1,1,800,230,-230,37,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,epoc1,4,886,1,image1_rewarded8,1215,1,1,800,230,-230,37,20,3274255745,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,25,3,10,43,2023-07-12-19-17,2023-07-12-19-21,4
epoc1,prltask2,2,742,1,image1_rewarded8,921,2,1,950,-230,230,36,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,epoc1,2,742,1,image1_rewarded8,921,0,1,950,-230,230,36,21,3274255745,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,25,3,10,43,2023-07-12-19-17,2023-07-12-19-21,4
epoc1,prltask1,4,873,1,image1_rewarded8,1108,1,1,1100,-230,230,37,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,epoc1,4,873,1,image1_rewarded8,1108,1,1,1100,-230,230,37,22,3274255745,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,25,3,10,43,2023-07-12-19-17,2023-07-12-19-21,4
epoc1,prltask1,4,797,1,image1_rewarded8,874,1,1,650,-230,230,38,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,epoc1,4,797,1,image1_rewarded8,874,1,1,650,-230,230,38,23,3274255745,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,25,3,10,43,2023-07-12-19-17,2023-07-12-19-21,4
epoc1,prltask1,4,784,1,image1_rewarded8,1022,1,1,650,230,-230,39,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,epoc1,4,784,1,image1_rewarded8,1022,1,1,650,230,-230,39,24,3274255745,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,25,3,10,43,2023-07-12-19-17,2023-07-12-19-21,4
epoc1,prltask1,4,698,1,image1_rewarded8,824,1,1,950,-230,230,40,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,epoc1,4,698,1,image1_rewarded8,824,1,1,950,-230,230,40,25,3274255745,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,25,3,10,43,2023-07-12-19-17,2023-07-12-19-21,4
epoc1,prltask1,4,550,1,image1_rewarded8,881,1,1,500,-230,230,41,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,epoc1,4,550,1,image1_rewarded8,881,1,1,500,-230,230,41,26,3274255745,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,25,3,10,43,2023-07-12-19-17,2023-07-12-19-21,4
epoc1,prltask1,4,776,1,image1_rewarded8,915,1,1,950,-230,230,42,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,epoc1,4,776,1,image1_rewarded8,915,1,1,950,-230,230,42,27,3274255745,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,25,3,10,43,2023-07-12-19-17,2023-07-12-19-21,4
epoc1,prltask1,4,710,1,image1_rewarded8,918,1,1,950,-230,230,43,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,epoc1,4,710,1,image1_rewarded8,918,1,1,950,-230,230,43,28,3274255745,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,25,3,10,43,2023-07-12-19-17,2023-07-12-19-21,4
epoc1,prltask2,2,1388,1,image1_rewarded8,777,2,1,950,230,-230,42,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,epoc1,2,1388,1,image1_rewarded8,777,0,1,950,230,-230,42,29,3274255745,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,25,3,10,43,2023-07-12-19-17,2023-07-12-19-21,4
epoc1,prltask1,4,766,1,image1_rewarded8,731,1,1,950,-230,230,43,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,epoc1,4,766,1,image1_rewarded8,731,1,1,950,-230,230,43,30,3274255745,prl_EMA_norev_neutral.2023-07-12-1920.data.23445f2b-dbe4-443d-9d3b-207be495c5ca.txt,25,3,10,43,2023-07-12-19-17,2023-07-12-19-21,4
epoc1,prltask1,5,1768,1,image1_rewarded8,1168,1,1,500,230,-230,25,prl_EMA_norev_neutral.2023-07-13-0118.data.d841595b-6200-4af3-9c39-56e95111d115.txt,epoc1,5,1768,1,image1_rewarded8,1168,1,1,500,230,-230,25,1,3314614895,prl_EMA_norev_neutral.2023-07-13-0118.data.d841595b-6200-4af3-9c39-56e95111d115.txt,24,3,15,38,2023-07-13-01-14,2023-07-13-01-18,4
epoc1,prltask1,5,3271,1,image1_rewarded8,1072,1,1,800,-230,230,26,prl_EMA_norev_neutral.2023-07-13-0118.data.d841595b-6200-4af3-9c39-56e95111d115.txt,epoc1,5,3271,1,image1_rewarded8,1072,1,1,800,-230,230,26,2,3314614895,prl_EMA_norev_neutral.2023-07-13-0118.data.d841595b-6200-4af3-9c39-56e95111d115.txt,24,3,15,38,2023-07-13-01-14,2023-07-13-01-18,4
epoc1,prltask1,5,1405,1,image1_rewarded8,737,1,1,650,-230,230,27,prl_EMA_norev_neutral.2023-07-13-0118.data.d841595b-6200-4af3-9c39-56e95111d115.txt,epoc1,5,1405,1,image1_rewarded8,737,1,1,650,-230,230,27,3,3314614895,prl_EMA_norev_neutral.2023-07-13-0118.data.d841595b-6200-4af3-9c39-56e95111d115.txt,24,3,15,38,2023-07-13-01-14,2023-07-13-01-18,4
epoc1,prltask1,5,984,1,image1_rewarded8,1116,1,1,650,230,-230,28,prl_EMA_norev_neutral.2023-07-13-0118.data.d841595b-6200-4af3-9c39-56e95111d115.txt,epoc1,5,984,1,image1_rewarded8,1116,1,1,650,230,-230,28,4,3314614895,prl_EMA_norev_neutral.2023-07-13-0118.data.d841595b-6200-4af3-9c39-56e95111d115.txt,24,3,15,38,2023-07-13-01-14,2023-07-13-01-18,4
epoc1,prltask1,5,1160,1,image1_rewarded8,651,1,1,800,230,-230,29,prl_EMA_norev_neutral.2023-07-13-0118.data.d841595b-6200-4af3-9c39-56e95111d115.txt,epoc1,5,1160,1,image1_rewarded8,651,1,1,800,230,-230,29,5,3314614895,prl_EMA_norev_neutral.2023-07-13-0118.data.d841595b-6200-4af3-9c39-56e95111d115.txt,24,3,15,38,2023-07-13-01-14,2023-07-13-01-18,4
epoc1,prltask2,4,2266,1,image1_rewarded8,837,2,1,950,230,-230,28,prl_EMA_norev_neutral.2023-07-13-0118.data.d841595b-6200-4af3-9c39-56e95111d115.txt,epoc1,4,2266,1,image1_rewarded8,837,0,1,950,230,-230,28,6,3314614895,prl_EMA_norev_neutral.2023-07-13-0118.data.d841595b-6200-4af3-9c39-56e95111d115.txt,24,3,15,38,2023-07-13-01-14,2023-07-13-01-18,4
epoc1,prltask1,3,2571,1,image1_rewarded8,1505,2,2,1100,230,-230,27,prl_EMA_norev_neutral.2023-07-13-0118.data.d841595b-6200-4af3-9c39-56e95111d115.txt,epoc1,3,2571,1,image1_rewarded8,1505,0,2,1100,230,-230,27,7,3314614895,prl_EMA_norev_neutral.2023-07-13-0118.data.d841595b-6200-4af3-9c39-56e95111d115.txt,24,3,15,38,2023-07-13-01-14,2023-07-13-01-18,4
epoc1,prltask2,3,7834,1,image1_rewarded8,1155,2,1,800,230,-230,26,prl_EMA_norev_neutral.2023-07-13-0118.data.d841595b-6200-4af3-9c39-56e95111d115.txt,epoc1,3,7834,1,image1_rewarded8,1155,0,1,800,230,-230,26,8,3314614895,prl_EMA_norev_neutral.2023-07-13-0118.data.d841595b-6200-4af3-9c39-56e95111d115.txt,24,3,15,38,2023-07-13-01-14,2023-07-13-01-18,4
epoc1,prltask1,4,2624,1,image1_rewarded8,1148,1,1,800,-230,230,27,prl_EMA_norev_neutral.2023-07-13-0118.data.d841595b-6200-4af3-9c39-56e95111d115.txt,epoc1,4,2624,1,image1_rewarded8,1148,1,1,800,-230,230,27,9,3314614895,prl_EMA_norev_neutral.2023-07-13-0118.data.d841595b-6200-4af3-9c39-56e95111d115.txt,24,3,15,38,2023-07-13-01-14,2023-07-13-01-18,4
epoc1,prltask1,4,1651,1,image1_rewarded8,687,1,1,650,-230,230,28,prl_EMA_norev_neutral.2023-07-13-0118.data.d841595b-6200-4af3-9c39-56e95111d115.txt,epoc1,4,1651,1,image1_rewarded8,687,1,1,650,-230,230,28,10,3314614895,prl_EMA_norev_neutral.2023-07-13-0118.data.d841595b-6200-4af3-9c39-56e95111d115.txt,24,3,15,38,2023-07-13-01-14,2023-07-13-01-18,4
epoc1,prltask2,3,1960,1,image1_rewarded8,617,2,1,500,-230,230,27,prl_EMA_norev_neutral.2023-07-13-0118.data.d841595b-6200-4af3-9c39-56e95111d115.txt,epoc1,3,1960,1,image1_rewarded8,617,0,1,500,-230,230,27,11,3314614895,prl_EMA_norev_neutral.2023-07-13-0118.data.d841595b-6200-4af3-9c39-56e95111d115.txt,24,3,15,38,2023-07-13-01-14,2023-07-13-01-18,4
epoc1,prltask1,4,1851,1,image1_rewarded8,1434,1,1,1100,230,-230,28,prl_EMA_norev_neutral.2023-07-13-0118.data.d841595b-6200-4af3-9c39-56e95111d115.txt,epoc1,4,1851,1,image1_rewarded8,1434,1,1,1100,230,-230,28,12,3314614895,prl_EMA_norev_neutral.2023-07-13-0118.data.d841595b-6200-4af3-9c39-56e95111d115.txt,24,3,15,38,2023-07-13-01-14,2023-07-13-01-18,4
epoc1,prltask1,4,2957,1,image1_rewarded8,2536,1,1,950,230,-230,29,prl_EMA_norev_neutral.2023-07-13-0118.data.d841595b-6200-4af3-9c39-56e95111d115.txt,epoc1,4,2957,1,image1_rewarded8,2536,1,1,950,230,-230,29,13,3314614895,prl_EMA_norev_neutral.2023-07-13-0118.data.d841595b-6200-4af3-9c39-56e95111d115.txt,24,3,15,38,2023-07-13-01-14,2023-07-13-01-18,4
epoc1,prltask1,4,2000,1,image1_rewarded8,1545,1,1,800,230,-230,30,prl_EMA_norev_neutral.2023-07-13-0118.data.d841595b-6200-4af3-9c39-56e95111d115.txt,epoc1,4,2000,1,image1_rewarded8,1545,1,1,800,230,-230,30,14,3314614895,prl_EMA_norev_neutral.2023-07-13-0118.data.d841595b-6200-4af3-9c39-56e95111d115.txt,24,3,15,38,2023-07-13-01-14,2023-07-13-01-18,4
epoc1,prltask1,4,859,1,image1_rewarded8,1269,1,1,800,230,-230,31,prl_EMA_norev_neutral.2023-07-13-0118.data.d841595b-6200-4af3-9c39-56e95111d115.txt,epoc1,4,859,1,image1_rewarded8,1269,1,1,800,230,-230,31,15,3314614895,prl_EMA_norev_neutral.2023-07-13-0118.data.d841595b-6200-4af3-9c39-56e95111d115.txt,24,3,15,38,2023-07-13-01-14,2023-07-13-01-18,4
epoc1,prltask1,4,1257,1,image1_rewarded8,571,1,1,800,230,-230,32,prl_EMA_norev_neutral.2023-07-13-0118.data.d841595b-6200-4af3-9c39-56e95111d115.txt,epoc1,4,1257,1,image1_rewarded8,571,1,1,800,230,-230,32,16,3314614895,prl_EMA_norev_neutral.2023-07-13-0118.data.d841595b-6200-4af3-9c39-56e95111d115.txt,24,3,15,38,2023-07-13-01-14,2023-07-13-01-18,4
epoc1,prltask2,4,1147,1,image1_rewarded8,699,1,2,500,230,-230,33,prl_EMA_norev_neutral.2023-07-13-0118.data.d841595b-6200-4af3-9c39-56e95111d115.txt,epoc1,4,1147,1,image1_rewarded8,699,1,2,500,230,-230,33,17,3314614895,prl_EMA_norev_neutral.2023-07-13-0118.data.d841595b-6200-4af3-9c39-56e95111d115.txt,24,3,15,38,2023-07-13-01-14,2023-07-13-01-18,4
epoc1,prltask1,4,1865,1,image1_rewarded8,2874,1,1,650,-230,230,34,prl_EMA_norev_neutral.2023-07-13-0118.data.d841595b-6200-4af3-9c39-56e95111d115.txt,epoc1,4,1865,1,image1_rewarded8,2874,1,1,650,-230,230,34,18,3314614895,prl_EMA_norev_neutral.2023-07-13-0118.data.d841595b-6200-4af3-9c39-56e95111d115.txt,24,3,15,38,2023-07-13-01-14,2023-07-13-01-18,4
epoc1,prltask1,4,1436,1,image1_rewarded8,651,2,2,500,-230,230,33,prl_EMA_norev_neutral.2023-07-13-0118.data.d841595b-6200-4af3-9c39-56e95111d115.txt,epoc1,4,1436,1,image1_rewarded8,651,0,2,500,-230,230,33,19,3314614895,prl_EMA_norev_neutral.2023-07-13-0118.data.d841595b-6200-4af3-9c39-56e95111d115.txt,24,3,15,38,2023-07-13-01-14,2023-07-13-01-18,4
epoc1,prltask1,4,1469,1,image1_rewarded8,825,1,1,800,-230,230,34,prl_EMA_norev_neutral.2023-07-13-0118.data.d841595b-6200-4af3-9c39-56e95111d115.txt,epoc1,4,1469,1,image1_rewarded8,825,1,1,800,-230,230,34,20,3314614895,prl_EMA_norev_neutral.2023-07-13-0118.data.d841595b-6200-4af3-9c39-56e95111d115.txt,24,3,15,38,2023-07-13-01-14,2023-07-13-01-18,4
epoc1,prltask1,4,1840,1,image1_rewarded8,1153,1,1,800,-230,230,35,prl_EMA_norev_neutral.2023-07-13-0118.data.d841595b-6200-4af3-9c39-56e95111d115.txt,epoc1,4,1840,1,image1_rewarded8,1153,1,1,800,-230,230,35,21,3314614895,prl_EMA_norev_neutral.2023-07-13-0118.data.d841595b-6200-4af3-9c39-56e95111d115.txt,24,3,15,38,2023-07-13-01-14,2023-07-13-01-18,4
epoc1,prltask1,4,854,1,image1_rewarded8,3813,2,2,950,230,-230,34,prl_EMA_norev_neutral.2023-07-13-0118.data.d841595b-6200-4af3-9c39-56e95111d115.txt,epoc1,4,854,1,image1_rewarded8,3813,0,2,950,230,-230,34,22,3314614895,prl_EMA_norev_neutral.2023-07-13-0118.data.d841595b-6200-4af3-9c39-56e95111d115.txt,24,3,15,38,2023-07-13-01-14,2023-07-13-01-18,4
epoc1,prltask1,4,997,1,image1_rewarded8,624,1,1,500,230,-230,35,prl_EMA_norev_neutral.2023-07-13-0118.data.d841595b-6200-4af3-9c39-56e95111d115.txt,epoc1,4,997,1,image1_rewarded8,624,1,1,500,230,-230,35,23,3314614895,prl_EMA_norev_neutral.2023-07-13-0118.data.d841595b-6200-4af3-9c39-56e95111d115.txt,24,3,15,38,2023-07-13-01-14,2023-07-13-01-18,4
